sale_id;month;destination_code;destination_city;destination_country;region;route_category;total_flights;total_passengers;total_revenue_eur;avg_ticket_price_eur;load_factor_pct;business_class_pct;online_booking_pct;cost_per_seat_km_eur
SAL00423;2023-03;IST;Istanbul;Turkey;Europe;Medium-haul;9;1296;287691.79;221.98;90.9;11.5;84.6;0.0912
SAL00424;2023-03;ATH;Athens;Greece;Europe;Medium-haul;10;1271;282566.9;222.32;73.7;18.0;76.1;0.0595
SAL00425;2023-03;MUC;Munich;Germany;Europe;Short-haul;31;4365;742038.53;170.0;78.8;8.6;63.6;0.089
SAL00426;2023-03;SIN;Singapore;Singapore;Asia;Long-haul;8;2064;1650099.77;799.47;79.9;21.7;64.1;0.0634
SAL00427;2023-03;CDG;Paris;France;Europe;Short-haul;26;3649;622205.42;170.51;85.1;10.5;70.3;0.063
SAL00428;2023-03;AMS;Amsterdam;Netherlands;Europe;Short-haul;15;2232;377878.14;169.3;75.4;19.1;78.0;0.1135
SAL00429;2023-03;MXP;Milan;Italy;Europe;Short-haul;17;2440;371252.05;152.15;73.2;10.0;75.5;0.0428
SAL00430;2023-03;BCN;Barcelona;Spain;Europe;Medium-haul;10;1373;295102.64;214.93;83.0;10.7;83.2;0.0701
SAL00431;2023-03;CPH;Copenhagen;Denmark;Europe;Short-haul;12;1763;282862.95;160.44;89.1;16.7;71.8;0.1129
SAL00432;2023-03;LIS;Lisbon;Portugal;Europe;Medium-haul;8;1129;269216.68;238.46;83.9;22.0;57.4;0.0909
SAL00433;2023-03;DUS;Dusseldorf;Germany;Europe;Short-haul;15;2056;371200.25;180.54;92.0;18.2;63.8;0.1105
SAL00434;2023-03;ORD;Chicago;United States;North America;Long-haul;12;2760;2182322.65;790.7;71.4;22.7;83.8;0.0755
SAL00435;2023-03;YYZ;Toronto;Canada;North America;Long-haul;11;2535;1722836.17;679.62;85.5;18.8;71.1;0.0552
SAL00436;2023-03;FCO;Rome;Italy;Europe;Short-haul;12;1664;290949.83;174.85;86.8;13.0;68.8;0.0517
SAL00437;2023-03;BRU;Brussels;Belgium;Europe;Short-haul;11;1650;246164.6;149.19;76.8;19.2;81.8;0.0786
SAL00438;2023-03;WAW;Warsaw;Poland;Europe;Short-haul;10;1395;227512.61;163.09;87.3;15.8;84.3;0.0832
SAL00439;2023-03;NRT;Tokyo;Japan;Asia;Long-haul;9;2181;1601161.61;734.14;79.3;23.7;73.4;0.1057
SAL00440;2023-03;MAD;Madrid;Spain;Europe;Medium-haul;19;2670;604362.93;226.35;86.9;8.7;84.1;0.115
SAL00441;2023-03;JFK;New York;United States;North America;Long-haul;13;3206;2250463.68;701.95;83.8;18.1;69.5;0.088
SAL00442;2023-03;GRU;Sao Paulo;Brazil;South America;Long-haul;6;1477;1017557.8;688.94;74.3;20.7;81.4;0.0933
SAL00443;2023-03;BKK;Bangkok;Thailand;Asia;Long-haul;5;1142;911638.86;798.28;77.8;9.6;81.5;0.0693
SAL00444;2023-03;IAD;Washington;United States;North America;Long-haul;8;2000;1511046.84;755.52;78.1;15.2;59.9;0.103
SAL00445;2023-03;DEL;Delhi;India;Asia;Long-haul;9;2071;1372017.95;662.49;79.3;23.7;69.7;0.0838
SAL00446;2023-03;DXB;Dubai;UAE;Middle East;Long-haul;5;1256;968163.47;770.83;90.4;11.0;79.7;0.0485
SAL00447;2023-03;ARN;Stockholm;Sweden;Europe;Medium-haul;7;1095;219284.09;200.26;71.0;15.8;64.3;0.0803
SAL00448;2023-03;PVG;Shanghai;China;Asia;Long-haul;7;1674;1204545.06;719.56;94.4;18.6;67.5;0.0559
SAL00449;2023-03;JNB;Johannesburg;South Africa;Africa;Long-haul;2;511;334032.27;653.68;72.6;17.0;60.1;0.0514
SAL00450;2023-04;CDG;Paris;France;Europe;Short-haul;29;4286;696289.43;162.46;92.5;21.3;63.9;0.0905
SAL00451;2023-04;LHR;London;United Kingdom;Europe;Short-haul;25;3649;543828.22;149.03;86.9;18.5;60.5;0.1185
SAL00452;2023-04;AMS;Amsterdam;Netherlands;Europe;Short-haul;22;3358;562821.75;167.61;71.8;14.1;72.6;0.1085
SAL00453;2023-04;MXP;Milan;Italy;Europe;Short-haul;15;2197;314552.81;143.17;93.0;16.2;74.6;0.0678
SAL00454;2023-04;BRU;Brussels;Belgium;Europe;Short-haul;14;2013;317164.49;157.56;94.6;24.0;69.2;0.041
SAL00455;2023-04;WAW;Warsaw;Poland;Europe;Short-haul;11;1561;230264.24;147.51;77.3;20.4;78.9;0.0564
SAL00456;2023-04;LIS;Lisbon;Portugal;Europe;Medium-haul;4;586;149315.25;254.8;70.9;12.7;78.1;0.0986
SAL00457;2023-04;MUC;Munich;Germany;Europe;Short-haul;27;3930;613870.18;156.2;94.6;18.8;74.5;0.0594
SAL00458;2023-04;JFK;New York;United States;North America;Long-haul;12;2749;2113217.49;768.72;75.6;19.1;57.7;0.1124
SAL00459;2023-04;SIN;Singapore;Singapore;Asia;Long-haul;5;1304;1080953.15;828.95;89.7;8.6;58.3;0.0606
SAL00460;2023-04;JNB;Johannesburg;South Africa;Africa;Long-haul;7;1649;1451253.56;880.08;71.4;12.8;61.1;0.1194
SAL00461;2023-04;MAD;Madrid;Spain;Europe;Medium-haul;13;1810;452564.73;250.04;83.7;24.3;76.9;0.0635
SAL00462;2023-04;VIE;Vienna;Austria;Europe;Short-haul;13;1879;312380.89;166.25;74.5;24.9;64.6;0.0891
SAL00463;2023-04;ZRH;Zurich;Switzerland;Europe;Short-haul;23;3342;539428.01;161.41;78.1;9.1;83.7;0.0558
SAL00464;2023-04;DUS;Dusseldorf;Germany;Europe;Short-haul;16;2099;368668.14;175.64;71.0;8.1;76.0;0.0733
SAL00465;2023-04;DEL;Delhi;India;Asia;Long-haul;6;1316;1063628.51;808.23;88.4;18.4;66.3;0.0627
SAL00466;2023-04;PVG;Shanghai;China;Asia;Long-haul;8;1953;1476805.3;756.17;93.8;13.2;73.2;0.0558
SAL00467;2023-04;BKK;Bangkok;Thailand;Asia;Long-haul;8;2133;1723553.48;808.04;89.6;17.5;62.7;0.0892
SAL00468;2023-04;ORD;Chicago;United States;North America;Long-haul;4;945;888225.49;939.92;84.1;21.3;62.2;0.0486
SAL00469;2023-04;YYZ;Toronto;Canada;North America;Long-haul;8;1775;1172884.74;660.78;94.2;18.1;80.5;0.063
SAL00470;2023-04;FCO;Rome;Italy;Europe;Short-haul;14;2031;307371.59;151.34;88.1;10.2;66.1;0.1184
SAL00471;2023-04;BCN;Barcelona;Spain;Europe;Medium-haul;11;1598;307363.38;192.34;88.4;9.2;73.3;0.057
SAL00472;2023-04;IST;Istanbul;Turkey;Europe;Medium-haul;12;1863;414615.28;222.55;92.0;22.5;82.2;0.0459
SAL00473;2023-04;DXB;Dubai;UAE;Middle East;Long-haul;8;1832;1249669.55;682.13;91.2;15.3;61.9;0.0442
SAL00474;2023-04;NRT;Tokyo;Japan;Asia;Long-haul;3;650;671820.74;1033.57;71.3;19.0;82.2;0.0695
SAL00475;2023-04;ARN;Stockholm;Sweden;Europe;Medium-haul;6;664;155879.98;234.76;84.7;24.6;61.1;0.0594
SAL00476;2023-04;CPH;Copenhagen;Denmark;Europe;Short-haul;8;1191;185587.94;155.83;76.5;20.4;67.2;0.1032
SAL00477;2023-04;ATH;Athens;Greece;Europe;Medium-haul;6;853;205838.68;241.31;74.1;10.1;72.3;0.0858
SAL00478;2023-04;GRU;Sao Paulo;Brazil;South America;Long-haul;3;639;417291.46;653.04;83.4;8.3;62.6;0.0405
SAL00479;2023-04;IAD;Washington;United States;North America;Long-haul;3;816;859631.07;1053.47;92.6;13.2;79.3;0.0514
SAL00480;2023-05;CDG;Paris;France;Europe;Short-haul;29;4156;781249.42;187.98;91.7;18.3;67.2;0.045
SAL00481;2023-05;LHR;London;United Kingdom;Europe;Short-haul;29;3903;633650.93;162.35;92.2;13.7;81.2;0.099
SAL00482;2023-05;MXP;Milan;Italy;Europe;Short-haul;16;2256;358166.83;158.76;77.4;16.4;72.5;0.1183
SAL00483;2023-05;MAD;Madrid;Spain;Europe;Medium-haul;12;1798;397555.76;221.11;87.6;18.1;79.4;0.0644
SAL00484;2023-05;IST;Istanbul;Turkey;Europe;Medium-haul;17;2478;549742.54;221.85;82.7;11.5;59.2;0.0881
SAL00485;2023-05;ATH;Athens;Greece;Europe;Medium-haul;6;814;195320.16;239.95;92.0;16.5;57.4;0.1116
SAL00486;2023-05;MUC;Munich;Germany;Europe;Short-haul;27;3842;710215.62;184.86;75.1;17.5;68.8;0.0569
SAL00487;2023-05;JFK;New York;United States;North America;Long-haul;10;2244;1787964.48;796.78;73.1;24.4;70.1;0.1139
SAL00488;2023-05;GRU;Sao Paulo;Brazil;South America;Long-haul;4;917;907500.18;989.64;80.3;17.9;70.3;0.1029
SAL00489;2023-05;AMS;Amsterdam;Netherlands;Europe;Short-haul;17;2390;428020.44;179.09;82.6;8.7;79.5;0.0776
SAL00490;2023-05;BCN;Barcelona;Spain;Europe;Medium-haul;12;1698;368802.89;217.2;84.0;17.9;83.9;0.0863
SAL00491;2023-05;ZRH;Zurich;Switzerland;Europe;Short-haul;18;2500;420531.37;168.21;86.0;17.8;66.7;0.1084
SAL00492;2023-05;CPH;Copenhagen;Denmark;Europe;Short-haul;8;1218;196363.58;161.22;80.9;8.6;73.2;0.0603
SAL00493;2023-05;NRT;Tokyo;Japan;Asia;Long-haul;7;1627;1238489.0;761.21;77.7;19.2;57.8;0.0976
SAL00494;2023-05;PVG;Shanghai;China;Asia;Long-haul;7;1595;1292813.28;810.54;89.4;15.9;67.6;0.0552
SAL00495;2023-05;JNB;Johannesburg;South Africa;Africa;Long-haul;5;1318;965383.76;732.46;76.5;13.4;58.2;0.0846
SAL00496;2023-05;DXB;Dubai;UAE;Middle East;Long-haul;4;1036;733771.88;708.27;93.4;12.5;78.8;0.0875
SAL00497;2023-05;LIS;Lisbon;Portugal;Europe;Medium-haul;8;1199;319812.83;266.73;76.6;14.7;61.2;0.0472
SAL00498;2023-05;YYZ;Toronto;Canada;North America;Long-haul;8;1862;1575225.81;845.99;94.1;14.0;66.6;0.0564
SAL00499;2023-05;ARN;Stockholm;Sweden;Europe;Medium-haul;8;1176;282427.14;240.16;93.7;24.3;66.3;0.0608
SAL00500;2023-05;DUS;Dusseldorf;Germany;Europe;Short-haul;16;2423;420918.34;173.72;73,0;15.9;80.1;0.0495
SAL00501;2023-05;BKK;Bangkok;Thailand;Asia;Long-haul;9;2299;1811846.09;788.1;83.4;8.5;81.0;0.0563
SAL00502;2023-05;FCO;Rome;Italy;Europe;Short-haul;19;2701;488389.37;180.82;78.9;22.5;56.5;0.0991
SAL00503;2023-05;VIE;Vienna;Austria;Europe;Short-haul;12;1637;223014.73;136.23;78.6;19.3;63.7;0.0989
SAL00504;2023-05;IAD;Washington;United States;North America;Long-haul;7;1559;1371430.15;879.69;74.9;18.9;76.5;0.1082
SAL00505;2023-05;WAW;Warsaw;Poland;Europe;Short-haul;8;1082;193007.13;178.38;76.4;13.3;80.5;0.062
SAL00506;2023-05;SIN;Singapore;Singapore;Asia;Long-haul;5;910;653659.22;718.31;80.2;19.4;74.5;0.0822
SAL00507;2023-05;DEL;Delhi;India;Asia;Long-haul;10;2938;1819811.28;619.4;78.0;12.9;71.2;0.0938
SAL00508;2023-05;BRU;Brussels;Belgium;Europe;Short-haul;13;2020;346691.24;171.63;73.0;13.8;64.3;0.0929
SAL00509;2023-05;ORD;Chicago;United States;North America;Long-haul;8;1987;1402456.77;705.82;92.9;12.0;75.8;0.0432
SAL00510;2023-06;CDG;Paris;France;Europe;Short-haul;31;4515;686410.69;152.03;93.3;21.5;82.5;0.0893
SAL00511;2023-06;LHR;London;United Kingdom;Europe;Short-haul;33;4584;851938.16;185.85;72.6;11.1;59.9;0.1147
SAL00512;2023-06;AMS;Amsterdam;Netherlands;Europe;Short-haul;23;3436;611659.79;178.02;70.9;22.0;77.3;0.046
SAL00513;2023-06;MXP;Milan;Italy;Europe;Short-haul;14;1998;382154.66;191.27;73.7;23.3;66.8;0.1197
SAL00514;2023-06;MAD;Madrid;Spain;Europe;Medium-haul;20;2929;778221.2;265.7;71.2;20.0;72.0;0.1199
SAL00515;2023-06;VIE;Vienna;Austria;Europe;Short-haul;14;2103;335836.08;159.69;85.0;18.9;67.5;0.08
SAL00516;2023-06;ZRH;Zurich;Switzerland;Europe;Short-haul;23;3113;531753.91;170.82;78.3;21.6;78.6;0.0554
SAL00517;2023-06;IST;Istanbul;Turkey;Europe;Medium-haul;12;1547;339723.59;219.6;82.9;16.4;55.1;0.0601
SAL00518;2023-06;LIS;Lisbon;Portugal;Europe;Medium-haul;9;1350;304596.58;225.63;94.2;18.2;57.2;0.0402
SAL00519;2023-06;MUC;Munich;Germany;Europe;Short-haul;35;4676;740929.53;158.45;72.8;11.3;64.9;0.0638
SAL00520;2023-06;DUS;Dusseldorf;Germany;Europe;Short-haul;17;2470;412544.92;167.02;75.4;10.3;76.3;0.0901
SAL00521;2023-06;JFK;New York;United States;North America;Long-haul;16;4071;3839184.71;943.06;94.8;9.7;80.1;0.1111
SAL00522;2023-06;ORD;Chicago;United States;North America;Long-haul;8;1812;1519355.66;838.5;83.7;16.2;58.7;0.0824
SAL00523;2023-06;YYZ;Toronto;Canada;North America;Long-haul;11;2833;1970939.88;695.71;83.7;22.8;77.9;0.1084
SAL00524;2023-06;GRU;Sao Paulo;Brazil;South America;Long-haul;7;1715;1487550.33;867.38;94.1;17.9;77.6;0.1038
SAL00525;2023-06;DXB;Dubai;UAE;Middle East;Long-haul;13;3255;2866474.7;880.64;76.1;20.7;74.9;0.1083
SAL00526;2023-06;ARN;Stockholm;Sweden;Europe;Medium-haul;13;1816;438484.14;241.46;73.0;16.3;76.2;0.0838
SAL00527;2023-06;BCN;Barcelona;Spain;Europe;Medium-haul;14;2035;473225.93;232.54;93.0;23.8;71.1;0.0627
SAL00528;2023-06;DEL;Delhi;India;Asia;Long-haul;5;1280;880732.04;688.07;83.0;19.3;63.0;0.0851
SAL00529;2023-06;PVG;Shanghai;China;Asia;Long-haul;7;1878;1782109.72;948.94;90.7;9.4;60.2;0.0476
SAL00530;2023-06;CPH;Copenhagen;Denmark;Europe;Short-haul;12;1629;244684.7;150.21;70.9;21.7;73.0;0.0781
SAL00531;2023-06;IAD;Washington;United States;North America;Long-haul;7;1729;1 264 291.06;731.23;87.2;15.3;58.0;0.045
SAL00532;2023-06;NRT;Tokyo;Japan;Asia;Long-haul;10;2508;1812267.6;722.59;72.5;17.5;79.7;0.0985
SAL00533;2023-06;FCO;Rome;Italy;Europe;Short-haul;16;2130;359426.94;168.75;77.5;19.7;58.8;0.0407
SAL00534;2023-06;BRU;Brussels;Belgium;Europe;Short-haul;15;2101;334996.86;159.45;71.5;24.7;76.7;0.1165
SAL00535;2023-06;ATH;Athens;Greece;Europe;Medium-haul;7;954;228575.03;239.6;83.6;18.3;75.0;0.1088
SAL00536;2023-06;SIN;Singapore;Singapore;Asia;Long-haul;3;719;344280.44;478.83;70.6;20.6;71.7;0.0682
SAL00537;2023-06;WAW;Warsaw;Poland;Europe;Short-haul;10;1334;213588.82;160.11;75.0;12.9;80.6;0.1058
SAL00538;2023-06;JNB;Johannesburg;South Africa;Africa;Long-haul;3;668;462673.04;692.62;71.6;18.2;56.7;0.0928
SAL00539;2023-06;BKK;Bangkok;Thailand;Asia;Long-haul;3;637;596209.58;935.96;83.3;22.2;68.2;0.0599
SAL00540;2023-07;CDG;Paris;France;Europe;Short-haul;35;5114;820833.85;160.51;70.3;19.7;67.7;0.09
SAL00541;2023-07;LHR;London;United Kingdom;Europe;Short-haul;35;5169;861745.52;166.71;92.1;11.3;60.6;0.0697
SAL00542;2023-07;AMS;Amsterdam;Netherlands;Europe;Short-haul;25;3678;561863.91;152.76;75.5;22.0;61.5;0.1041
SAL00543;2023-07;MXP;Milan;Italy;Europe;Short-haul;20;2829;509323.87;180.04;91.2;17.4;60.8;0.0765
SAL00544;2023-07;MAD;Madrid;Spain;Europe;Medium-haul;16;2298;505088.08;219.79;87.8;15.7;77.7;0.0688
SAL00545;2023-07;VIE;Vienna;Austria;Europe;Short-haul;22;3012;468735.06;155.62;87.9;8.5;58.7;0.1092
SAL00546;2023-07;ZRH;Zurich;Switzerland;Europe;Short-haul;25;3532;637070.35;180.37;78.0;10.7;61.7;0.0458
SAL00547;2023-07;IST;Istanbul;Turkey;Europe;Medium-haul;16;2343;514083.44;219.41;77.9;14.1;65.6;0.0715
SAL00548;2023-07;ATH;Athens;Greece;Europe;Medium-haul;13;1823;438040.17;240.29;76.9;8.4;60.5;0.0823
SAL00549;2023-07;MUC;Munich;Germany;Europe;Short-haul;33;4346;698488.4;160.72;90.1;10.9;69.6;0.0601
SAL00550;2023-07;DUS;Dusseldorf;Germany;Europe;Short-haul;20;2958;507801.27;171.67;70.5;20.9;84.2;0.076
SAL00551;2023-07;DXB;Dubai;UAE;Middle East;Long-haul;15;3571;2886104.29;808.21;73.5;14.4;77.1;0.1178
SAL00552;2023-07;FCO;Rome;Italy;Europe;Short-haul;15;2128;366429.46;172.19;80.2;15.1;65.5;0.0443
SAL00553;2023-07;BCN;Barcelona;Spain;Europe;Medium-haul;20;2753;655509.53;238.11;87.0;24.8;74.1;0.1014
SAL00554;2023-07;ARN;Stockholm;Sweden;Europe;Medium-haul;13;1750;399773.2;228.44;81.0;24.6;82.1;0.1083
SAL00555;2023-07;JFK;New York;United States;North America;Long-haul;13;2902;2278214.39;785.05;89.9;16.3;75.4;0.0669
SAL00556;2023-07;NRT;Tokyo;Japan;Asia;Long-haul;8;1871;1765000.07;943.35;79.8;17.5;72.2;0.0859
SAL00557;2023-07;SIN;Singapore;Singapore;Asia;Long-haul;4;860;608218.38;707.23;79.4;9.3;82.4;0.1044
SAL00558;2023-07;DEL;Delhi;India;Asia;Long-haul;7;1650;1299135.8;787.36;70.6;16.5;67.6;0.1184
SAL00559;2023-07;BRU;Brussels;Belgium;Europe;Short-haul;13;1758;289097.49;164.45;94.2;19.7;59.5;0.0948
SAL00560;2023-07;CPH;Copenhagen;Denmark;Europe;Short-haul;11;1521;283836.69;186.61;84.2;21.3;82.8;0.0681
SAL00561;2023-07;LIS;Lisbon;Portugal;Europe;Medium-haul;11;1731;391350.81;226.08;94.3;16.7;60.2;0.1039
SAL00562;2023-07;PVG;Shanghai;China;Asia;Long-haul;6;1484;974832.49;656.9;77.9;16.0;60.9;0.0755
SAL00563;2023-07;ORD;Chicago;United States;North America;Long-haul;8;1851;1433744.8;774.58;78.8;21.7;79.2;0.0932
SAL00564;2023-07;IAD;Washington;United States;North America;Long-haul;8;1756;1146518.74;652.91;93.5;12.4;62.8;0.1151
SAL00565;2023-07;WAW;Warsaw;Poland;Europe;Short-haul;7;942;128591.84;136.51;87.4;24.7;79.0;0.096
SAL00566;2023-07;YYZ;Toronto;Canada;North America;Long-haul;3;896;864225.56;964.54;71.0;17.4;78.7;0.0828
SAL00567;2023-07;GRU;Sao Paulo;Brazil;South America;Long-haul;4;1016;799677.34;787.08;91.7;22.5;75.1;0.1118
SAL00568;2023-07;BKK;Bangkok;Thailand;Asia;Long-haul;4;941;847100.85;900.21;81.1;12.8;68.0;0.1027
SAL00569;2023-07;JNB;Johannesburg;South Africa;Africa;Long-haul;2;545;420740.61;772.0;71.4;16.2;67.1;0.0659
SAL00570;2023-08;CDG;Paris;France;Europe;Short-haul;34;4783;789001.16;164.96;92,1;24.6;55.7;0.0512
SAL00571;2023-08;LHR;London;United Kingdom;Europe;Short-haul;33;4686;700749.23;149.54;88.7;11.4;67.5;0.0985
SAL00572;2023-08;AMS;Amsterdam;Netherlands;Europe;Short-haul;24;3436;606872.44;176.62;91.1;12.9;63.8;0.0873
SAL00573;2023-08;FCO;Rome;Italy;Europe;Short-haul;20;2985;545221.8;182.65;83.3;10.8;63.7;0.0845
SAL00574;2023-08;BCN;Barcelona;Spain;Europe;Medium-haul;17;2423;590870.53;243.86;89.0;13.1;74.1;0.1133
SAL00575;2023-08;VIE;Vienna;Austria;Europe;Short-haul;18;2499;432451.63;173.05;88.0;18.0;61.5;0.0826
SAL00576;2023-08;ZRH;Zurich;Switzerland;Europe;Short-haul;29;3982;743152.15;186.63;93.1;11.6;81.5;0.1014
SAL00577;2023-08;IST;Istanbul;Turkey;Europe;Medium-haul;17;2232;563 102.03;252.29;80.9;14.1;75.3;0.0542
SAL00578;2023-08;MUC;Munich;Germany;Europe;Short-haul;33;4530;711783.3;157.13;74.8;11.9;62.1;0.0923
SAL00579;2023-08;IAD;Washington;United States;North America;Long-haul;11;2635;2229239.3;846.01;90.6;15.1;70.5;0.0652
SAL00580;2023-08;MAD;Madrid;Spain;Europe;Medium-haul;18;2636;572561.29;217.21;87.7;12.0;66.8;0.0554
SAL00581;2023-08;ATH;Athens;Greece;Europe;Medium-haul;12;1790;401091.44;224.07;75.4;23.2;63.8;0.0539
SAL00582;2023-08;ARN;Stockholm;Sweden;Europe;Medium-haul;11;1589;426780.37;268.58;73.2;17.2;65.3;0.0845
SAL00583;2023-08;DUS;Dusseldorf;Germany;Europe;Short-haul;15;2148;343164.03;159.76;90.5;16.4;63.1;0.1129
SAL00584;2023-08;JFK;New York;United States;North America;Long-haul;21;5080;4090329.67;805.18;80.0;22.4;76.6;0.057
SAL00585;2023-08;YYZ;Toronto;Canada;North America;Long-haul;8;1990;1548176.09;777.98;72.1;20.9;74.9;0.0849
SAL00586;2023-08;DEL;Delhi;India;Asia;Long-haul;3;802;661491.19;824.8;86.1;23.1;66.8;0.1108
SAL00587;2023-08;DXB;Dubai;UAE;Middle East;Long-haul;9;2092;2085404.25;996.85;94.1;8.5;82.1;0.1136
SAL00588;2023-08;BRU;Brussels;Belgium;Europe;Short-haul;13;1808;291202.22;161.06;80.1;18.0;65.6;0.1189
SAL00589;2023-08;SIN;Singapore;Singapore;Asia;Long-haul;3;829;554565.42;668.96;94.4;14.8;59.3;0.1057
SAL00590;2023-08;BKK;Bangkok;Thailand;Asia;Long-haul;9;2261;1 540 490.05;681.33;84.2;22.0;63.4;0.0642
SAL00591;2023-08;MXP;Milan;Italy;Europe;Short-haul;15;2013;379 677.60;188.61;92.0;22.1;67.0;0.0803
SAL00592;2023-08;CPH;Copenhagen;Denmark;Europe;Short-haul;12;1745;250946.99;143.81;94.8;19.3;71.1;0.0755
SAL00593;2023-08;ORD;Chicago;United States;North America;Long-haul;10;2261;1884593.02;833.52;77.5;17.2;69.0;0.0706
SAL00594;2023-08;NRT;Tokyo;Japan;Asia;Long-haul;13;3280;2191090.63;668.02;80.3;9.6;67.2;0.0895
SAL00595;2023-08;WAW;Warsaw;Poland;Europe;Short-haul;9;1213;223074.83;183.9;85.4;8.4;60.6;0.0872
SAL00596;2023-08;JNB;Johannesburg;South Africa;Africa;Long-haul;2;434;443432.66;1021.73;81.2;15.7;68.2;0.0486
SAL00597;2023-08;LIS;Lisbon;Portugal;Europe;Medium-haul;4;608;149805.57;246.39;92.2;15.1;67.0;0.0955
SAL00598;2023-08;GRU;Sao Paulo;Brazil;South America;Long-haul;9;2242;1682727.74;750.55;79.0;16.2;70.0;0.0593
SAL00599;2023-08;PVG;Shanghai;China;Asia;Long-haul;4;1075;812076.21;755.42;90.3;16.6;67.3;0.045
SAL00600;2023-09;LHR;London;United Kingdom;Europe;Short-haul;28;4034;673675.0;167.0;78.1;20.3;66.2;0.0447
SAL00601;2023-09;AMS;Amsterdam;Netherlands;Europe;Short-haul;19;2601;405318.32;155.83;75.1;12.5;77.2;0.0601
SAL00602;2023-09;FCO;Rome;Italy;Europe;Short-haul;13;1743;302 616.06;173.62;89.5;21.5;83.4;0.1123
SAL00603;2023-09;ZRH;Zurich;Switzerland;Europe;Short-haul;19;2534;454520.82;179.37;74.3;23.1;55.1;0.0726
SAL00604;2023-09;BRU;Brussels;Belgium;Europe;Short-haul;13;1752;270920.01;154.63;77.8;16.5;59.8;0.0828
SAL00605;2023-09;ATH;Athens;Greece;Europe;Medium-haul;7;1012;280785.19;277.46;91.4;24.6;81.6;0.063
SAL00606;2023-09;DUS;Dusseldorf;Germany;Europe;Short-haul;13;1878;325603.19;173.38;90.7;9.8;79.8;0.0665
SAL00607;2023-09;JFK;New York;United States;North America;Long-haul;17;4086;2991633.18;732.17;90.6;9.5;63.0;0.0783
SAL00608;2023-09;IAD;Washington;United States;North America;Long-haul;8;1698;1190428.78;701.08;71.3;19.6;69.6;0.0613
SAL00609;2023-09;DEL;Delhi;India;Asia;Long-haul;10;2173;1733453.82;797.72;91.0;9.2;76.5;0.0663
SAL00610;2023-09;DXB;Dubai;UAE;Middle East;Long-haul;8;2160;2055672.82;951.7;79.1;22.1;66.5;0.0879
SAL00611;2023-09;CDG;Paris;France;Europe;Short-haul;27;3735;567941.75;152.06;87.4;20.2;69.6;0.0717
SAL00612;2023-09;MUC;Munich;Germany;Europe;Short-haul;24;3368;549729.18;163.22;92.4;11.6;56.0;0.1098
SAL00613;2023-09;ORD;Chicago;United States;North America;Long-haul;8;1972;1370128.77;694.79;72.5;21.7;65.2;0.1188
SAL00614;2023-09;GRU;Sao Paulo;Brazil;South America;Long-haul;6;1394;1036887.23;743.82;93.6;23.3;71.9;0.0863
SAL00615;2023-09;BCN;Barcelona;Spain;Europe;Medium-haul;10;1454;343628.79;236.33;71.2;18.0;67.3;0.0517
SAL00616;2023-09;VIE;Vienna;Austria;Europe;Short-haul;13;1847;346627.72;187.67;75.3;24.2;80.1;0.1004
SAL00617;2023-09;WAW;Warsaw;Poland;Europe;Short-haul;5;722;118848.79;164.61;89.1;17.4;69.8;0.0585
SAL00618;2023-09;LIS;Lisbon;Portugal;Europe;Medium-haul;8;1195;258644.51;216.44;90.8;12.8;84.9;0.0985
SAL00619;2023-09;ARN;Stockholm;Sweden;Europe;Medium-haul;9;1287;348211.78;270.56;83,3;24.1;56.3;0.0673
SAL00620;2023-09;SIN;Singapore;Singapore;Asia;Long-haul;2;439;310481.91;707.25;71.1;16.2;81.5;0.0939
SAL00621;2023-09;MXP;Milan;Italy;Europe;Short-haul;7;1013;214468.72;211.72;87.3;14.4;79.0;0.1191
SAL00622;2023-09;MAD;Madrid;Spain;Europe;Medium-haul;13;1777;400156.94;225.19;78.3;24.9;57.5;0.0822
SAL00623;2023-09;BKK;Bangkok;Thailand;Asia;Long-haul;6;1502;1010708.33;672.91;71.0;10.0;70.4;0.0646
SAL00624;2023-09;CPH;Copenhagen;Denmark;Europe;Short-haul;9;1322;245187.52;185.47;85.9;24.4;76.0;0.0752
SAL00625;2023-09;IST;Istanbul;Turkey;Europe;Medium-haul;14;1957;439201.67;224.43;90.8;11.5;83.5;0.119
SAL00626;2023-09;NRT;Tokyo;Japan;Asia;Long-haul;9;2049;1 307 471.03;638.1;82.6;17.5;55.2;0.1027
SAL00627;2023-09;PVG;Shanghai;China;Asia;Long-haul;8;2115;1892695.34;894.89;82,8;23.8;60.8;0.0888
SAL00628;2023-09;JNB;Johannesburg;South Africa;Africa;Long-haul;1;253;261638.6;1034.14;84.5;23.0;83.2;0.0885
SAL00629;2023-09;YYZ;Toronto;Canada;North America;Long-haul;3;702;540699.16;770.23;84.8;12.9;61.9;0.1099
SAL00630;2023-10;CDG;Paris;France;Europe;Short-haul;29;4265;692231.86;162.31;91.6;16.2;83.9;0.0617
SAL00631;2023-10;LHR;London;United Kingdom;Europe;Short-haul;27;3737;588669.31;157.52;71.7;16.6;81.1;0.1174
SAL00632;2023-10;FCO;Rome;Italy;Europe;Short-haul;18;2565;388258.34;151.37;88.9;11.2;83.7;0.109
SAL00633;2023-10;MXP;Milan;Italy;Europe;Short-haul;17;2407;434406.55;180.48;91,8;24.9;82.8;0.0904
